淄博昌盛日电太阳能科技有限公司高青县唐坊镇一期20MW光伏渔业科技大棚电站项目,光伏,,,20,117.55,37.06666667,核准,山东省,滨州市,邹平市,台子镇
淄博奥阳20MW荒山光伏发电站项目,光伏,,,20,117.9636299,36.73655299,核准,山东省,淄博市,淄川区,双杨镇
资源县马家风电场工程,风电,,,80,110.55,26.08333333,核准,广西壮族自治区,桂林市,资源县,车田苗族乡
资源马家风电场工程,风电,,,80,110.5943742,25.84121072,核准,广西壮族自治区,桂林市,资源县,中峰镇
庄子风电场工程项目,风电,2012/2/10,2012,49.5,120.82,37.31,并网,山东省,桂林市,兴安县,华江瑶族乡
诸城天融风电项目,风电,2018/1/24,2018,48,119.4744019,35.96232555,并网,山东省,桂林市,兴安县,华江瑶族乡
资阳区沙头镇寓民村19.8MW渔光互补光伏发电项目,光伏,,,19.8,112.4046667,25.98533333,规划,湖南省,郴州市,桂阳县,塘市镇
资阳区沙头镇文心村20MW渔光互补发电项目,光伏,,,20,112.3966648,25.9333333,规划,湖南省,郴州市,桂阳县,四里镇
资阳区沙头镇双枫树村19.8MW渔光互补发电项目,光伏,,,19.8,112.4126667,29.22366667,规划,湖南省,益阳市,南县,青树嘴镇
株洲凤凰山风电场项目,风电,2015/2/1,2015,38,113.13,27.13,并网,湖南省,郴州市,苏仙区,飞天山镇
卓资中电新能源平顶山100.5MWp光伏与设施农业结合发电项目,光伏,,,100.5,112.2166667,40.98333333,核准,内蒙古自治区,乌兰察布市,卓资县,旗下营镇
珠雉风电场,风电,2019/10/25,2019,48,104.8818807,27.22346911,并网,贵州省,昆明市,禄劝彝族苗族自治县,茂山镇
珠海万山海岛新能源微电网示范项目,风电,2013/9/25,2013,5.25,113.8333333,22.13333333,并网,广东省,张家口市,涿鹿县,张家堡镇
涿鹿瑞能风电场项目,风电,,,100,115.1289,40.049,核准,河北省,张家口市,涿鹿县,大堡镇
准东新能源基地阿勒泰片区青河大红山第一风电场15万千瓦风电项目,风电,,,150,90.01666667,45,核准,新疆维吾尔自治区,昌吉回族自治州,奇台县,将军戈壁
准东新能源基地阿勒泰地区布尔津县15万千瓦风电项目,风电,,,150,86.58333333,47.76666667,核准,新疆维吾尔自治区,阿勒泰地区,布尔津县,也格孜托别乡
追日光伏老河口仙人渡一期20MWp农光互补光伏电站项目,光伏,,,20,111.7148345,32.42026236,规划,湖北省,襄阳市,老河口市,光化街道
珠海市横琴岛风电场工程,风电,2008/1/1,2008,15.75,113.519,22.10755,并网,广东省,,天门市,九真镇
珠海市高栏岛风电场工程,风电,2011/6/12,2011,49.5,113.3635316,22.10800741,并网,广东省,张家口市,张北县,小二台镇
珠海桂山海上风电场示范项目一期,风电,2018/4/10,2018,120,113.5388,21.919,并网,,张家口市,崇礼区,石嘴子乡
珠海高栏岛风电场工程,风电,2011/7/25,2011,49.5,113.269,21.929,并网,广东省,烟台市,栖霞市,庄园街道
庄浪县万泉农业光伏发电项目,光伏,2017/6/30,2017,15,105.8666667,35.1,核准,甘肃省,平凉市,庄浪县,万泉镇
珠海港控赤峰克旗九顶山风电二期9.75MW工程项目,风电,2002/12/31,2002,9.75,116.6933,43.4973,并网,内蒙古自治区,白银市,会宁县,韩家集镇
珠海港控赤峰克旗风水互补风电5.25MW工程项目,风电,2000/3/1,2000,5.25,116.6935,43.4973,并网,内蒙古自治区,潍坊市,诸城市,密州街道
珠海港控赤峰克旗达里风电技改30MW工程项目,风电,2004/4/1,2004,30,116.8833,43.4,并网,内蒙古自治区,衡阳市,衡东县,荣桓镇
珠海港控赤峰克旗达里风电二期3.96MW工程项目,风电,2002/12/31,2002,3.96,116.6935,43.4973,并网,内蒙古自治区,毕节市,赫章县,哲庄镇
周湾二期风电场,风电,2017/11/30,2017,50.6,108.2272111,37.00482145,并网,陕西省,珠海市,香洲区,桂山镇
舟山市嵊泗东绿华风电场,风电,2015/9/2,2015,19.5,122.6333,30.8167,并网,浙江省,珠海市,香洲区,横琴镇
舟山金塘风电场一期工程项目,风电,2015/10/24,2015,25.5,121.86,30.4833,并网,浙江省,珠海市,金湾区,三灶镇
舟山定海长白风电场,风电,2011/8/5,2011,12,122.035,30.179,并网,浙江省,,,
珠海桂山海上风电场示范项目二期,风电,,,78,113.75,21.43,核准,,,,
舟山岑港风电场项目,风电,2011/6/30,2011,45,122.0167,30.0333,并网,浙江省,珠海市,金湾区,南水镇
重庆市武隆区大梁子风力发电项目,风电,2019/4/30,2019,49.5,107.3494453,29.34461654,并网,重庆市,赤峰市,克什克腾旗,达日罕乌拉苏木
重庆涪陵金子山风电场,风电,2017/2/28,2017,42,107.3738969,29.66709102,并网,重庆市,赤峰市,克什克腾旗,达日罕乌拉苏木
钟山花山风电场工程,风电,2019/1/1,2019,48,110.9559708,22.42729941,并网,广东省,赤峰市,克什克腾旗,达日罕乌拉苏木
钟山东岭风电场工程,风电,2019/1/1,2019,50,110.9397343,22.34453579,并网,广东省,赤峰市,克什克腾旗,达日罕乌拉苏木
中远溪濉溪县南沱河风电场项目,风电,2019/4/28,2019,48,116.726,33.915,并网,安徽省,合肥市,长丰县,水湖镇
朱桥乡中建材100MW渔光互补光伏发电项目,光伏,,,100,118.64,31.48177347,规划,安徽省,马鞍山市,当涂县,护河镇
宙鼎师宗50兆瓦农光互补光伏电站,光伏,,,50,103.9829806,24.82230349,规划,云南省,曲靖市,师宗县,丹凤街道
宙鼎师宗30兆瓦农光及牧光互补并网光伏电站项目,光伏,,,30,103.9829806,24.82230349,规划,云南省,曲靖市,师宗县,丹凤街道
宙鼎师宗30兆瓦牧光互补光伏电站,光伏,,,30,103.9182981,24.82230349,规划,云南省,曲靖市,师宗县,丹凤街道
中信码头分散式风电项目,风电,2019/6/10,2019,4.4,120.299,31.924,并网,江苏省,延安市,吴起县,吴仓堡镇
周台子北畔风电工程项目,风电,,,100,107.6166667,37.75,核准,陕西省,榆林市,定边县,盐场堡镇
周口风尚发电黄泛区五分场14MW分散式风电项目,风电,,,14,114.7234929,33.53178324,核准,河南省,周口市,商水县,练集镇
周口风尚发电黄泛区四分场14MW分散式风电项目,风电,,,14,114.6544866,33.72159081,核准,河南省,周口市,西华县,东王营乡
周口风尚发电黄泛区十五分场16MW分散式风电项目,风电,,,16,114.6164305,33.63904328,核准,河南省,周口市,西华县,李大庄乡
周口风尚发电黄泛区十分场16MW分散式风电项目,风电,,,16,114.6072619,33.64535264,核准,河南省,周口市,西华县,李大庄乡
周口风尚发电黄泛区十二分场10MW分散式风电项目,风电,,,10,114.7070253,33.64255679,核准,河南省,周口市,川汇区,文昌街道
周口风尚发电黄泛区三分场10MW分散式风电项目,风电,,,10,114.789514,33.61116878,核准,河南省,周口市,川汇区,许湾乡
周口风尚发电黄泛区七分场14MW分散式风电项目,风电,,,14,114.7578205,33.58743374,核准,河南省,周口市,川汇区,李埠口乡
中新天津生态城南部片区蓟运河口风电工程,风电,2012/4/30,2012,4.5,117.1073832,39.18604238,并网,天津市,舟山市,嵊泗县,枸杞乡
中天万和九云岭风电场项目工程,风电,2017/7/3,2017,32,114.5174804,29.09630175,并网,江西省,舟山市,岱山县,岱西镇
中天万和九云岭风电场二期项目工程,风电,2017/9/29,2017,30,114.4642201,29.09476491,并网,江西省,舟山市,定海区,小沙街道
中水建阳江阳东农垦局鸡山风电场项目,风电,2015/12/31,2015,49.5,112.0122151,21.98630989,并网,广东省,舟山市,定海区,双桥街道
重庆武隆天池坪风电场,风电,,,50,107.4091626,29.45120751,规划,重庆市,重庆市,武隆区,鸭江镇
重庆巫溪大官山风电场,风电,,,49.5,109.6383283,31.45248248,规划,重庆市,重庆市,巫溪县,城厢镇
重庆巫山县青山头风电场项目,风电,,,52.8,109.9322348,31.03456513,建设,重庆市,重庆市,巫山县,建平乡
重庆巫山界岭风电场,风电,,,49.5,109.9333883,31.06039423,规划,重庆市,重庆市,巫山县,建平乡
重庆巫山红椿风电场,风电,,,50,109.9372128,31.10194924,核准,重庆市,重庆市,巫山县,巫峡镇
重庆巫山福田风电场,风电,,,100,109.687157,31.206195,核准,重庆市,重庆市,巫山县,福田镇
重庆巫山大风口风电场,风电,,,49.5,109.9069908,31.05971327,规划,重庆市,重庆市,巫山县,巫峡镇
重庆万州蒲叶林风电场二期,风电,,,35.2,106.5328727,29.60314375,建设,重庆市,重庆市,渝北区,龙溪街道
重庆万盛南天门风电场,风电,,,46,106.9908352,28.96816684,规划,重庆市,重庆市,綦江区,黑山镇
重庆水利重庆奉节茅草坝风电一期49.5MW工程项目,风电,,,49.5,109.4075862,30.81720726,核准,重庆市,重庆市,奉节县,五马镇
重庆水利重庆奉节茅草坝风电二期49.5MW工程项目,风电,,,49.5,109.4531445,30.76122078,核准,重庆市,重庆市,奉节县,兴隆镇
重庆水利重庆奉节金凤山风电一期49.5MW工程项目,风电,,,49.5,109.4432339,30.75279284,核准,重庆市,重庆市,奉节县,兴隆镇
重庆水利重庆奉节金凤山风电二期24MW工程项目,风电,,,24,109.4260236,30.79235498,核准,重庆市,重庆市,奉节县,冯坪乡
中水建设株洲龙亭龙凤风电场项目,风电,2014/9/15,2014,49.5,113.07,27.14,并网,湖南省,重庆市,南川区,水江镇
重庆市南川区山水村风电场,风电,,,90,105.1833333,28.16666667,核准,四川省,宜宾市,兴文县,大坝苗族乡
重庆市丰都县横梁二期风电场,风电,,,50,106.4507296,29.62063958,核准,重庆市,重庆市,沙坪坝区,石井坡街道
重庆南川香树岭风电场,风电,,,100,107.0855067,29.13525559,核准,重庆市,重庆市,南川区,南城街道
重庆南川环山风电场,风电,,,80,107.0834423,29.16755666,规划,重庆市,重庆市,南川区,西城街道
重庆华电奉节尖子山风电项目,风电,,,60,109.133377,30.587386,核准,重庆市,重庆市,奉节县,云雾土家族乡
重庆涪陵梁子上风电场,风电,,,60,107.368147,29.65218388,规划,重庆市,重庆市,涪陵区,荔枝街道
中融淇县凤泉山风电场,风电,2016/12/18,2016,48,114.19,35.6,并网,河南省,重庆市,涪陵区,荔枝街道
重庆奉节龙家坪风电场,风电,,,49.5,109.4489446,30.80913555,规划,重庆市,重庆市,奉节县,冯坪乡
重庆奉节草堂风电场,风电,,,50,109.509959,31.133452,核准,重庆市,重庆市,奉节县,白帝镇
重庆丰都回山坪风电场,风电,,,80,107.8667512,29.89132507,核准,重庆市,重庆市,丰都县,兴义镇
中宁长山头风电场（宽口井）天润49.5MW风电项目,风电,2014/6/4,2014,49.5,106.2,37.1833,并网,宁夏回族自治区,茂名市,信宜市,池洞镇
中宁风电场（大战场）银星能源一期49MW工程,风电,2012/12/31,2012,49,106.2667,38.4667,并网,宁夏回族自治区,茂名市,信宜市,东镇街道
中宁风电场（大战场）银星能源二期49MW工程,风电,2012/12/31,2012,49,106.3833,37.2,并网,宁夏回族自治区,重庆市,忠县,拔山镇
中能吴忠同心风电场（小罗山）一期风电项目,风电,2015/12/18,2015,49.5,110.6,41.6833,并网,内蒙古自治区,,仙桃市,长埫口镇
中能吴忠同心风电场（小罗山）二期风电项目,风电,2015/12/18,2015,49.5,105.9656462,36.94545453,并网,宁夏回族自治区,淮北市,濉溪县,濉溪县经济开发区
中远溪濉溪县南部风电场项目,风电,,,24,116.716,33.975,核准,安徽省,淮北市,相山区,渠沟镇
中远溪濉溪县南部分散式风电场项目,风电,,,24.2,116.905188,33.381544,核准,安徽省,淮北市,濉溪县,双堆集镇
中远溪濉溪县北部风电场项目,风电,,,26,116.736,33.935,核准,安徽省,淮北市,濉溪县,濉溪镇
中元科创宁夏同心顾家庄子风电项目,风电,,,70,105.9872341,36.91763,核准,宁夏回族自治区,吴忠市,同心县,王团镇
中赢正源（盐池）惠安堡风电项目,风电,,,150,107.4376454,37.72354583,核准,宁夏回族自治区,吴忠市,盐池县,花马池镇
中亿光电科左后旗查金台光伏发电项目,光伏,,,100,123.1166667,43.32366667,核准,内蒙古自治区,通辽市,科尔沁左翼后旗,海鲁吐镇
中阳县下枣林乡风电项目,风电,,,25,111.1652634,37.55853367,规划,山西省,吕梁市,离石区,城北街道
中旭临潼40兆瓦,光伏,,,40,109.2089389,34.36652415,规划,陕西省,西安市,临潼区,骊山街道
中能国电景县南运河200MW风电场一期项目,风电,2019/5/13,2019,50,116.2706,37.69234,并网,河北省,喀什地区,叶城县,铁提乡
中明绿源包头达茂旗宁风风电49.5MW工程项目,风电,2018/5/24,2018,49.5,110.4333,42.075,并网,内蒙古自治区,喀什地区,叶城县,铁提乡
中明绿源包头达茂旗满都拉风电一期49.5MW工程项目,风电,2018/5/24,2018,49.5,110.45,42.0667,并网,内蒙古自治区,克孜勒苏柯尔克孜自治州,阿图什市,上阿图什镇
中明绿源包头达茂旗飓能风电49.5MW工程项目,风电,2018/5/24,2018,49.5,110.4667,42.0333,并网,内蒙古自治区,无锡市,江阴市,澄江街道
中明绿源包头达茂旗高传风电49.5MW工程项目,风电,2018/5/24,2018,49.5,110.4333,42.025,并网,内蒙古自治区,天津市,北辰区,青光镇
中新能源彰武王彦风电场新建工程,风电,,,48,122.75,42.75,核准,辽宁省,阜新市,彰武县,四合城镇
中铝吴忠青铜峡贺兰山风电二期10.2MW工程项目,风电,2004/3/1,2004,10.2,106.0687,38.0187,并网,宁夏回族自治区,连云港市,东海县,平明镇
中铝吴忠红寺堡风电二期49.5MW工程项目,风电,2010/12/31,2010,49.5,106.018765,37.26791044,并网,宁夏回族自治区,中卫市,沙坡头区,迎水桥镇
中铝宁夏能源集团有限公司贺兰山200兆瓦风电项目,风电,2019/11/24,2019,200,105.6414,37.96,并网,内蒙古自治区,中卫市,沙坡头区,滨河镇
中铝阿拉善盟阿拉善贺兰山风电一期49.5MW工程项目,风电,,,49.5,105.6333,38.25,并网,内蒙古自治区,克孜勒苏柯尔克孜自治州,阿克陶县,加马铁热克乡
中铝阿拉善盟阿拉善贺兰山风电二期风储一体化示范49.5MW工程项目,风电,2014/10/10,2014,49.5,105.4667,38.1667,并网,内蒙古自治区,中卫市,沙坡头区,中卫山羊选育场
中科天道新能源克什克腾旗黄岗梁风电场二期5万千瓦风电项目,风电,2019/6/4,2019,50,117.474,43.4575,并网,内蒙古自治区,中卫市,沙坡头区,镇罗镇
中科蓝天（包头）风电投资有限公司达茂旗100MW风电并网发电项目,风电,2016/12/31,2016,100,110.4437,41.756,并网,内蒙古自治区,中卫市,沙坡头区,镇罗镇
中卫市旭卫50MW光伏项目,光伏,,,50,109.614547,25.78883,核准,广西壮族自治区,柳州市,三江侗族自治县,古宜镇
中卫市爱康50MW光伏发电项目,光伏,,,50,109.614547,25.78883,核准,广西壮族自治区,柳州市,三江侗族自治县,古宜镇
中卫久泰和升中卫市沙坡头中卫二期10MWp光伏电站项目,光伏,,,10,105.0333333,37.55,核准,宁夏回族自治区,中卫市,沙坡头区,迎水桥镇
中卫久泰和升中卫市沙坡头区10MWp光伏电站,光伏,,,10,105.0333333,37.55,核准,宁夏回族自治区,中卫市,沙坡头区,迎水桥镇
中投能源攀枝花经堂20MWp光伏电站发电项目,光伏,,,20.13,101.8166667,27,核准,四川省,攀枝花市,米易县,白坡彝族乡
中天洋口港26MWp集中式光伏发电项目,光伏,,,26,121.64,31.75,规划,江苏省,南通市,启东市,惠萍镇
中天万和铁岭县蔡牛、阿吉5MW分散式风力发电项目,风电,,,5,123.5333333,42.23333333,核准,辽宁省,铁岭市,铁岭县,阿吉镇
中天万和铁岭2期分散式风电项目,风电,,,2.5,123.83,42.0205,核准,辽宁省,抚顺市,顺城区,会元乡
中节能张家口张北绿脑包风电一期100.5MW工程项目,风电,2010/7/20,2010,100.5,114.5333,41.051,并网,河北省,九江市,修水县,上杭乡
中节能张家口张北单晶河风电200MW工程项目,风电,2009/1/16,2009,200,114.3833,41.1333,并网,河北省,九江市,修水县,上杭乡
中天万和九犁风电场项目,风电,,,50,115.2916688,28.91554544,核准,江西省,宜春市,靖安县,高湖镇
中节能乌鲁木齐托里200MW风电场一期49.5MW项目,风电,2011/10/31,2011,49.5,87.95,43.3833,并网,新疆维吾尔自治区,南京市,六合区,大厂街道
中水新能源忻府区风电项目,风电,,,50,112.7307617,38.42417375,核准,山西省,忻州市,忻府区,长征街道
中节能乌鲁木齐托里200MW风电场二期49.5MW项目,风电,2013/1/22,2013,49.5,110.5167,30.15,并网,湖北省,阳江市,阳东区,大八镇
中水建阳江阳东农垦局鸡山风电场,风电,,,49.5,112.0809725,21.90582038,核准,广东省,阳江市,阳东区,北惯镇
中节能乌鲁木齐达坂城20万千瓦风电项目,风电,2015/12/26,2015,200,105.6482,31.9658,并网,四川省,衡阳市,衡东县,甘溪镇
中水顾问中南院祁东官家嘴风电场,风电,,,50,112.1502919,26.80123223,核准,湖南省,衡阳市,祁东县,洪桥街道
中水顾问中南院桂阳来溪风电场,风电,,,30,112.5867896,25.50278985,核准,湖南省,郴州市,临武县,镇南乡
中节能乌兰察布察右后旗红木脑包风电49.5MW工程项目,风电,2015/12/31,2015,49.5,112.809,41.18,并网,内蒙古自治区,聊城市,莘县,莘亭街道
中节能酒泉玉门昌马风电201MW工程项目,风电,2009/11/24,2009,201,97.23877403,40.4714835,并网,甘肃省,菏泽市,成武县,党集镇
中节能酒泉玉门昌马第三风电201MW工程项目,风电,2011/1/14,2011,201,97.21310029,40.46980294,并网,甘肃省,济宁市,微山县,夏镇街道
中设国联于都县盘古山镇60MWp（二期40MWp）光伏电站中草药种植一体化项目,光伏,,,19.8,115.4902304,26.05274412,核准,江西省,赣州市,于都县,岭背镇
中设国联乐平二期20MWP分布式农光光互补并网发电项目,风电,,,20,117.1519854,28.97845349,核准,江西省,景德镇市,乐平市,洎阳街道
中设国联乐港农光互补并网发电项目,光伏,,,20.8,117.2290911,29.03904132,核准,江西省,景德镇市,乐平市,双田镇
中山分散式风电项目,风电,,,2.5,130.5097,44.9326,规划,黑龙江省,牡丹江市,穆棱市,河西镇
中节能湖北五峰北风垭100MW风电项目,风电,2018/12/14,2018,100,110.1489011,30.13755322,并网,湖北省,鹤壁市,淇县,朝歌街道
中清能绿洲莒县生态中草药工厂化种植及20MW光伏电站,光伏,,,20,118.8748835,35.62801985,核准,山东省,日照市,莒县,城阳街道
中清能绿洲黑龙江省大庆市红岗区40MW地面光伏电站项目,光伏,,,40,124.95,46.26666667,核准,黑龙江省,大庆市,红岗区,杏树岗镇
中节能海西德令哈尕海风电二期49.5MW工程项目,风电,2017/1/5,2017,49.5,97.58274499,37.6123369,并网,青海省,吴忠市,红寺堡区,新庄集乡
中节能广元剑阁天台山风电场项目,风电,2017/12/28,2017,100,105.5064049,32.34700122,并网,四川省,阿拉善盟,阿拉善左旗,嘉尔嘎勒赛汉镇
中节能风力发电股份有限公司丰镇市邓家梁49.5MW风电供热项目,风电,2017/4/23,2017,49.5,113.044,41.12,并网,内蒙古自治区,阿拉善盟,阿拉善左旗,嘉尔嘎勒赛汉镇
中节能(肃北)酒泉千万千瓦级风电基地二期第一批项目,风电,2014/9/9,2014,200.5,94.97546362,39.60970196,并网,甘肃省,中卫市,中宁县,石空镇
中机国能六师北塔山牧场100MW风电项目,风电,2019/12/25,2019,100,95.9282,44.05778,并网,Govi Altai,中卫市,中宁县,余丁乡
中核贺州富川长春风电一期49.5MW工程项目,风电,2017/3/6,2017,49.5,111.4272478,24.81273384,并网,广西壮族自治区,中卫市,中宁县,宁安镇
中核哈密烟墩八C风电200MW工程项目,风电,2015/12/18,2015,200,93.9833,42.1167,并网,新疆维吾尔自治区,银川市,兴庆区,富宁街街道
中核桂东牛郎山48MW风电场,风电,2018/12/29,2018,48,113.925,25.975,并网,湖南省,吴忠市,同心县,下马关镇
中能振发原州区二期光伏电站项目,光伏,,,30,106.283754,36.00346296,核准,宁夏回族自治区,固原市,原州区,南关街道
中能吴忠同心风电场张家庄风电项目,风电,,,100,105.923331,36.980534,核准,宁夏回族自治区,吴忠市,同心县,豫海镇
中能吴忠同心风电场张家庄100MW风电项目,风电,,,100,106.9,36.93333333,核准,甘肃省,庆阳市,环县,罗山川乡
中核甘肃矿区黑崖子50兆瓦风电平价上网示范项目,风电,2019/7/31,2019,50,98.64719378,39.88177355,并网,甘肃省,包头市,达尔罕茂明安联合旗,巴音敖包苏木
中核郴州桂阳子顶山风电49.9MW工程项目,风电,2015/12/31,2015,49.9,112.5933548,25.46403885,并网,湖南省,吴忠市,同心县,豫海镇
中核郴州桂阳天塘山风电49.9MW工程项目,风电,2013/10/30,2013,49.9,112.6189187,25.47956197,并网,湖南省,酒泉市,阿克塞哈萨克族自治县,红柳湾镇
中能建投清远市英德市石牯塘镇35MWp渔光互补光伏电站,光伏,,,35,113.421443,24.191939,核准,广东省,清远市,英德市,英城街道
中能建投宁夏盐池120MWp光伏发电项目,光伏,,,120,121.022575,30.682241,核准,浙江省,嘉兴市,平湖市,当湖街道
中航湛江雷州龙门风电场项目（一期）,风电,2019/5/23,2019,49.9,110.236323,20.59047786,并网,广东省,淄博市,沂源县,历山街道
中航湛江雷高风电场,风电,2019/10/31,2019,140,110.1533011,20.73,并网,广东省,衡水市,景县,景州镇
中航新能源湛江雷州调风风电场项目,风电,2017/5/29,2017,49.5,110.2484126,20.55584808,并网,广东省,包头市,达尔罕茂明安联合旗,查干哈达苏木
中航朝阳建平黑水镇风电48MW工程项目,风电,2018/6/30,2018,48,119.68,42.1438,并网,辽宁省,包头市,达尔罕茂明安联合旗,查干哈达苏木
中航包头达茂旗百灵庙风电一期49.5MW工程项目,风电,2010/9/15,2010,49.5,110.6667,40.5167,并网,内蒙古自治区,包头市,达尔罕茂明安联合旗,查干哈达苏木
中航包头达茂旗百灵庙风电二期49.5MW工程项目,风电,2015/12/11,2015,49.5,110.6833,41.4583,并网,内蒙古自治区,包头市,达尔罕茂明安联合旗,查干哈达苏木
中明凤翔糜杆桥一期50MW风电项目,风电,,,50,107.5427844,34.62543315,核准,陕西省,宝鸡市,凤翔县,姚家沟镇
中航白城大安乐胜风电一期49.5MW工程项目,风电,2013/3/6,2013,49.5,123.6,45.4333,并网,吉林省,哈密市,伊州区,南湖乡
中闽岱山1#海上风电场,风电,,,300,122.232605,30.269656,规划,浙江省,舟山市,岱山县,高亭镇
中闽（木垒）风电有限公司木垒大石头200MW风力发电项目,风电,,,200,91.356,90.83333333,核准,,,,
中民新能木垒光伏园区100MWp光伏发电项目（B区）,光伏,,,100,90.33333333,44.042,核准,新疆维吾尔自治区,昌吉回族自治州,木垒哈萨克自治县,大南沟乌孜别克族乡
中民新能木垒光伏园区100MWp光伏发电项目（A区）,光伏,,,100,90.30466667,44.04216667,核准,新疆维吾尔自治区,昌吉回族自治州,木垒哈萨克自治县,大南沟乌孜别克族乡
中民新能淳化电力有限公司淳化20兆瓦农光互补光伏并网发电站建设项目,光伏,,,20,108.5166667,34.95,核准,陕西省,咸阳市,淳化县,润镇
中航白城大安乐胜风电二期49.5MW工程项目,风电,2014/4/25,2014,49.5,123.6,45.4333,并网,吉林省,阿拉善盟,阿拉善左旗,敖伦布拉格镇
中民投盐池400兆瓦平价上网项目,光伏,,,400,121.022575,30.682241,核准,浙江省,嘉兴市,平湖市,当湖街道
中海油新能源二连浩特风电有限公司二连浩特风电场二期49.5MW风电项目,风电,2013/6/7,2013,49.5,112.2333333,43.28333333,并网,内蒙古自治区,嘉兴市,平湖市,当湖街道
中海油新能源二连浩特风电场一期4.95万千瓦工程,风电,2011/4/23,2011,49.5,112.3166667,43.41666667,并网,内蒙古自治区,吴忠市,同心县,豫海镇
中海油乌兰察布化德风电一期49.5MW工程项目,风电,2009/11/25,2009,49.5,114.308,41.9,并网,内蒙古自治区,吴忠市,盐池县,高沙窝镇
中煤金海洋中宁光热电一体化示范项目,光伏,,,30,105.6809408,37.49150548,规划,宁夏回族自治区,中卫市,中宁县,宁安镇
中海油潍坊滨海风电项目一期49.5MW工程,风电,2015/10/15,2015,49.5,119.2353095,37.08188979,并网,山东省,吴忠市,青铜峡市,裕民街道
中海油潍坊滨海风电二期49.5MW工程项目,风电,2016/9/25,2016,49.5,119.1304132,37.06027945,并网,山东省,吴忠市,红寺堡区,大河乡
中海油平阴风电场一期工程,风电,2017/3/14,2017,44,116.458,36.214,并网,山东省,阿拉善盟,阿拉善左旗,嘉尔嘎勒赛汉镇
中海油海南东方四更风电一期48MW工程项目,风电,2009/12/1,2009,48,108.6968012,19.10098728,并网,海南省,阿拉善盟,阿拉善左旗,巴润别立镇
中国水电万全48MW风电场工程,风电,2016/7/26,2016,39,114.5767,40.9635,并网,河北省,阿拉善盟,阿拉善左旗,巴润别立镇
中国水电天津南港海上风电场一期工程,风电,2018/6/27,2018,90,117.65,38.65,并网,,海南藏族自治州,共和县,湖东种羊场
中利腾晖海南电力有限公司共和50兆瓦并网光伏发电项目,光伏,,,50,100.5676717,36.26666667,核准,青海省,海南藏族自治州,共和县,恰卜恰镇
